"id","date","scheme_name","scheme_type","scheme_category","no_of_schemes","no_of_folios","fund_mobilized","repurchase_redemption","net_inflow_outflow","net_aum","avg_net_aum","no_of_segregated_portfolios","net_aum_in_segregated_portfolios"
1909,"01-03-2021","Credit Risk Fund","Open ended Schemes","Income/Debt Oriented Schemes",18.0,326233.0,621.5,791.22,-169.72,28307.79,28235.77,10.0,227.7003
1910,"01-03-2021","Banking and PSU Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,384593.0,4537.96,11046.28,-6508.32,119558.59,121727.57,0.0,0.0
1911,"01-03-2021","Gilt Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,213245.0,1051.53,1615.6,-564.07,16245.71,16290.63,0.0,0.0
1912,"01-03-2021","Gilt Fund with 10 year constant duration","Open ended Schemes","Income/Debt Oriented Schemes",4.0,57385.0,41.9,112.31,-70.41,1500.22,1509.68,0.0,0.0
1913,"01-03-2021","Floater Fund","Open ended Schemes","Income/Debt Oriented Schemes",10.0,251799.0,10073.6,6844.43,3229.17,65435.97,64094.66,0.0,0.0
1914,"01-03-2021","Multi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",10.0,1396229.0,324.14,515.95,-191.81,19891.29,20315.84,0.0,0.0
1915,"01-03-2021","Large Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",32.0,10581870.0,4721.54,3998.36,723.18,178324.34,180427.69,0.0,0.0
1916,"01-03-2021","Large & Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",28.0,5017194.0,2212.02,1267.08,944.94,76427.68,76502.59,0.0,0.0
1917,"01-03-2021","Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",27.0,6660657.0,3506.81,2004.28,1502.53,116403.47,116000.45,0.0,0.0
1918,"01-03-2021","Small Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",24.0,5055627.0,1934.1,1598.16,335.95,69799.36,69481.01,0.0,0.0
1919,"01-03-2021","Dividend Yield Fund","Open ended Schemes","Growth/Equity Oriented Schemes",7.0,502856.0,114.5,89.57,24.93,6735.25,6757.75,0.0,0.0
1920,"01-03-2021","Value Fund/Contra Fund","Open ended Schemes","Growth/Equity Oriented Schemes",18.0,3749461.0,931.28,1130.21,-198.92,61149.82,61699.49,0.0,0.0
1921,"01-03-2021","Focused Fund","Open ended Schemes","Growth/Equity Oriented Schemes",25.0,3927912.0,2197.31,1170.62,1026.69,68603.21,68918.88,0.0,0.0
1922,"01-03-2021","Sectoral/Thematic Funds","Open ended Schemes","Growth/Equity Oriented Schemes",106.0,7877874.0,4548.05,2538.7,2009.35,98079.64,97551.24,0.0,0.0
1923,"01-03-2021","ELSS","Open ended Schemes","Growth/Equity Oriented Schemes",42.0,12604158.0,3554.52,2002.28,1552.25,125228.29,125334.2,0.0,0.0
1924,"01-03-2021","Flexi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",25.0,8370526.0,3979.11,2593.07,1386.04,158724.85,159578.3,0.0,0.0
1925,"01-03-2021","Conservative Hybrid Fund","Open ended Schemes","Hybrid Schemes",21.0,381152.0,649.33,330.1,319.23,12915.8,12787.21,2.0,42.58
1926,"01-03-2021","Balanced Hybrid Fund/Aggressive Hybrid Fund","Open ended Schemes","Hybrid Schemes",34.0,4753093.0,2708.86,2718.19,-9.34,123075.18,124123.13,2.0,9.3273
1927,"01-03-2021","Dynamic Asset Allocation/Balanced Advantage Fund","Open ended Schemes","Hybrid Schemes",24.0,2840426.0,4830.04,2118.99,2711.04,107882.57,109118.9,0.0,0.0
1928,"01-03-2021","Multi Asset Allocation Fund","Open ended Schemes","Hybrid Schemes",10.0,719116.0,504.27,369.41,134.86,14795.07,15640.81,0.0,0.0
1929,"01-03-2021","Arbitrage Fund","Open ended Schemes","Hybrid Schemes",27.0,438567.0,8300.94,5213.0,3087.94,74530.01,80633.38,0.0,0.0
1930,"01-03-2021","Equity Savings Fund","Open ended Schemes","Hybrid Schemes",23.0,289451.0,287.08,320.77,-33.69,9758.6,10092.72,2.0,25.8129
1931,"01-03-2021","Retirement Fund","Open ended Schemes","Solution Oriented Schemes",25.0,2626188.0,238.93,167.95,70.98,13569.27,13561.8,0.0,0.0
1932,"01-03-2021","Childrens Fund","Open ended Schemes","Solution Oriented Schemes",10.0,2883877.0,68.95,46.01,22.93,10807.56,10827.02,0.0,0.0
1933,"01-03-2021","Index Funds","Open ended Schemes","Other Schemes",44.0,1014993.0,2883.44,757.06,2126.38,19164.18,17912.41,0.0,0.0
1934,"01-03-2021","GOLD ETF","Open ended Schemes","Other Schemes",11.0,1299324.0,689.6,27.14,662.45,14122.72,14050.27,0.0,0.0
1935,"01-03-2021","Other ETFs","Open ended Schemes","Other Schemes",92.0,4255464.0,17416.97,13784.81,3632.16,275930.81,278367.73,0.0,0.0
1936,"01-03-2021","Fund of funds investing overseas","Open ended Schemes","Other Schemes",35.0,696682.0,2013.9,237.68,1776.22,12407.91,11327.57,0.0,0.0
1937,"01-03-2021","Fixed Term Plan","Close Ended Schemes","Income/Debt Oriented Schemes",582.0,518249.0,1099.92,35.7,1064.22,118772.36,119842.17,0.0,0.0
1938,"01-03-2021","Capital Protection Oriented Schemes","Close Ended Schemes","Income/Debt Oriented Schemes",21.0,57446.0,0.0,107.3,-107.3,2589.05,2611.93,0.0,0.0
1939,"01-03-2021","Infrastructure Debt Fund","Close Ended Schemes","Income/Debt Oriented Schemes",9.0,89.0,0.0,0.0,0.0,2262.15,2256.78,0.0,0.0
1940,"01-03-2021","Other Debt Scheme","Close Ended Schemes","Income/Debt Oriented Schemes",8.0,17979.0,0.0,0.0,0.0,712.3,734.2,0.0,0.0
1941,"01-03-2021","ELSS","Close Ended Schemes","Growth/Equity Oriented Schemes",25.0,432027.0,0.0,104.36,-104.36,4717.46,4804.81,0.0,0.0
1942,"01-03-2021","Other Equity Schemes","Close Ended Schemes","Growth/Equity Oriented Schemes",51.0,647506.0,0.01,1634.63,-1634.62,17036.1,17661.41,0.0,0.0
1943,"01-03-2021","Other Schemes","Close Ended Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1944,"01-03-2021","Income/Debt Oriented Schemes","Interval Schemes","Income/Debt Oriented Schemes",21.0,3407.0,0.04,51.61,-51.57,121.52,156.06,0.0,0.0
1945,"01-03-2021","Growth/Equity Oriented Schemes","Interval Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1946,"01-03-2021","Other Schemes","Interval Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1947,"01-03-2022","Overnight Fund","Open ended Schemes","Income/Debt Oriented Schemes",30.0,560319.0,501715.35,514567.46,-12852.1,103071.33,125062.97,0.0,0.0
1948,"01-03-2022","Liquid Fund","Open ended Schemes","Income/Debt Oriented Schemes",37.0,1753074.0,311582.55,356186.27,-44603.72,345903.47,388477.17,0.0,0.0
1949,"01-03-2022","Ultra Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",27.0,618499.0,21425.78,24265.91,-2840.14,87948.43,88587.9,0.0,0.0
1950,"01-03-2022","Low Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,1054564.0,11027.48,19973.91,-8946.43,112744.67,114927.57,1.0,0.0
1951,"01-03-2022","Money Market Fund","Open ended Schemes","Income/Debt Oriented Schemes",20.0,416283.0,32554.08,38040.78,-5486.7,114219.15,115135.63,0.0,0.0
1952,"01-03-2022","Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",25.0,576126.0,3201.8,12256.71,-9054.91,115856.36,119659.34,0.0,0.0
1953,"01-03-2022","Medium Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",16.0,282861.0,386.94,1187.34,-800.4,32983.46,33374.76,4.0,130.38
1954,"01-03-2022","Medium to Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",13.0,115666.0,68.87,1136.66,-1067.79,10054.53,10410.51,0.0,0.0
1955,"01-03-2022","Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",2.0,24559.0,15.16,26.94,-11.78,2523.49,2515.55,0.0,0.0
1956,"01-03-2022","Dynamic Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",25.0,233672.0,319.84,1204.62,-884.78,25312.04,25683.59,1.0,50.0
1957,"01-03-2022","Corporate Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,661554.0,3576.45,15543.69,-11967.24,130073.36,132661.77,0.0,0.0
1958,"01-03-2022","Credit Risk Fund","Open ended Schemes","Income/Debt Oriented Schemes",15.0,271688.0,213.28,611.85,-398.57,27772.36,27852.85,4.0,66.25
1959,"01-03-2022","Banking and PSU Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,331836.0,871.96,8869.64,-7997.68,93383.33,96623.55,0.0,0.0
1960,"01-03-2022","Gilt Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,178641.0,377.83,878.02,-500.2,15222.25,15285.79,0.0,0.0
1961,"01-03-2022","Gilt Fund with 10 year constant duration","Open ended Schemes","Income/Debt Oriented Schemes",4.0,44766.0,17.08,90.38,-73.3,1261.02,1271.55,0.0,0.0
1962,"01-03-2022","Floater Fund","Open ended Schemes","Income/Debt Oriented Schemes",12.0,262624.0,4946.3,12284.33,-7338.03,80631.81,80726.78,0.0,0.0
1963,"01-03-2022","Multi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",14.0,3082531.0,10196.33,501.77,9694.56,54932.24,50426.89,0.0,0.0
1964,"01-03-2022","Large Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",31.0,12444858.0,5297.47,2245.23,3052.24,226190.66,218707.39,0.0,0.0
1965,"01-03-2022","Large & Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",27.0,6729990.0,4298.01,1133.34,3164.67,110143.12,105287.34,0.0,0.0
1966,"01-03-2022","Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",26.0,8705192.0,3721.3,1528.11,2193.19,159928.02,154141.32,0.0,0.0
1967,"01-03-2022","Small Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",24.0,7870459.0,2942.44,1246.81,1695.63,106857.3,102992.22,0.0,0.0
1968,"01-03-2022","Dividend Yield Fund","Open ended Schemes","Growth/Equity Oriented Schemes",8.0,567533.0,159.02,109.21,49.81,9818.94,9614.67,0.0,0.0
1969,"01-03-2022","Value Fund/Contra Fund","Open ended Schemes","Growth/Equity Oriented Schemes",22.0,4022810.0,1599.62,829.3,770.32,78773.52,76436.38,0.0,0.0
1970,"01-03-2022","Focused Fund","Open ended Schemes","Growth/Equity Oriented Schemes",26.0,5067076.0,3628.1,1317.71,2310.38,96710.24,93514.99,0.0,0.0
1971,"01-03-2022","Sectoral/Thematic Funds","Open ended Schemes","Growth/Equity Oriented Schemes",117.0,11894913.0,5224.1,4916.98,307.12,148830.47,144894.14,0.0,0.0
1972,"01-03-2022","ELSS","Open ended Schemes","Growth/Equity Oriented Schemes",39.0,13896408.0,4078.17,1401.82,2676.34,147840.97,141776.43,0.0,0.0
1973,"01-03-2022","Flexi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",31.0,11648458.0,5263.4,2714.18,2549.22,225430.27,217926.75,0.0,0.0
1974,"01-03-2022","Conservative Hybrid Fund","Open ended Schemes","Hybrid Schemes",21.0,504505.0,664.72,390.67,274.05,21073.64,20693.74,1.0,0.0
1975,"01-03-2022","Balanced Hybrid Fund/Aggressive Hybrid Fund","Open ended Schemes","Hybrid Schemes",32.0,5050651.0,2813.48,1657.41,1156.06,148518.7,145256.48,2.0,9.3273
1976,"01-03-2022","Dynamic Asset Allocation/Balanced Advantage Fund","Open ended Schemes","Hybrid Schemes",25.0,4245466.0,4082.97,2363.73,1719.23,178862.65,176356.43,0.0,0.0
1977,"01-03-2022","Multi Asset Allocation Fund","Open ended Schemes","Hybrid Schemes",10.0,795488.0,451.93,258.78,193.15,19582.47,20325.41,0.0,0.0
1978,"01-03-2022","Arbitrage Fund","Open ended Schemes","Hybrid Schemes",25.0,499685.0,8226.57,15023.12,-6796.56,95216.57,110447.47,0.0,0.0
1979,"01-03-2022","Equity Savings Fund","Open ended Schemes","Hybrid Schemes",22.0,354715.0,768.23,917.78,-149.55,16664.06,16945.1,2.0,25.8129
1980,"01-03-2022","Retirement Fund","Open ended Schemes","Solution Oriented Schemes",25.0,2684311.0,202.29,127.25,75.04,16405.53,16021.39,0.0,0.0
1981,"01-03-2022","Childrens Fund","Open ended Schemes","Solution Oriented Schemes",10.0,2894434.0,101.93,36.33,65.6,13131.23,12841.65,0.0,0.0
1982,"01-03-2022","Index Funds","Open ended Schemes","Other Schemes",93.0,2469089.0,13767.07,1453.87,12313.2,68675.74,58096.85,0.0,0.0
1983,"01-03-2022","GOLD ETF","Open ended Schemes","Other Schemes",11.0,4241840.0,387.63,182.48,205.15,19280.89,19369.57,0.0,0.0
1984,"01-03-2022","Other ETFs","Open ended Schemes","Other Schemes",124.0,10541730.0,11996.46,5089.94,6906.52,411362.41,397042.89,0.0,0.0
1985,"01-03-2022","Fund of funds investing overseas","Open ended Schemes","Other Schemes",45.0,1254895.0,437.46,457.56,-20.1,22609.18,21830.65,0.0,0.0
1986,"01-03-2022","Fixed Term Plan","Close Ended Schemes","Income/Debt Oriented Schemes",296.0,190581.0,1364.45,566.5,797.95,48381.25,48657.62,0.0,0.0
1987,"01-03-2022","Capital Protection Oriented Schemes","Close Ended Schemes","Income/Debt Oriented Schemes",13.0,30736.0,0.0,0.0,0.0,1619.32,1610.48,0.0,0.0
1988,"01-03-2022","Infrastructure Debt Fund","Close Ended Schemes","Income/Debt Oriented Schemes",8.0,80.0,0.0,0.0,0.0,2002.7,1990.39,0.0,0.0
1989,"01-03-2022","Other Debt Scheme","Close Ended Schemes","Income/Debt Oriented Schemes",1.0,717.0,0.0,0.0,0.0,60.14,59.68,0.0,0.0
1990,"01-03-2022","ELSS","Close Ended Schemes","Growth/Equity Oriented Schemes",19.0,313073.0,0.0,63.73,-63.73,3752.68,3665.55,0.0,0.0
1991,"01-03-2022","Other Equity Schemes","Close Ended Schemes","Growth/Equity Oriented Schemes",17.0,112646.0,0.0,147.39,-147.39,4520.05,4556.09,0.0,0.0
1992,"01-03-2022","Other Schemes","Close Ended Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,"01-03-2022","Income/Debt Oriented Schemes","Interval Schemes","Income/Debt Oriented Schemes",21.0,3050.0,85.04,136.67,-51.63,546.54,552.56,0.0,0.0
1994,"01-03-2022","Growth/Equity Oriented Schemes","Interval Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,"01-03-2022","Other Schemes","Interval Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,"01-03-2023","Overnight Fund","Open ended Schemes","Income/Debt Oriented Schemes",32.0,628550.0,476647.4,484785.64,-8138.24,95625.58,123909.32,0.0,0.0
1997,"01-03-2023","Liquid Fund","Open ended Schemes","Income/Debt Oriented Schemes",36.0,1773500.0,321565.8,378489.93,-56924.13,332498.15,409884.68,0.0,0.0
1998,"01-03-2023","Ultra Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",25.0,633103.0,15315.7,25596.46,-10280.76,79122.51,85469.53,0.0,0.0
1999,"01-03-2023","Low Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,940074.0,9534.35,15714.0,-6179.65,86692.53,89490.96,1.0,0.0
2000,"01-03-2023","Money Market Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,422082.0,26294.54,37716.19,-11421.65,108468.12,113374.54,0.0,0.0
2001,"01-03-2023","Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",25.0,507214.0,8246.82,8565.85,-319.04,91238.61,90588.81,0.0,0.0
2002,"01-03-2023","Medium Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",15.0,256052.0,2071.68,1102.74,968.94,27090.56,25912.64,3.0,0.0
2003,"01-03-2023","Medium to Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",12.0,106926.0,320.73,192.53,128.21,8894.71,8704.95,0.0,0.0
2004,"01-03-2023","Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",7.0,45546.0,4722.99,48.0,4674.99,8797.88,4647.66,0.0,0.0
2005,"01-03-2023","Dynamic Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,229940.0,6427.32,766.57,5660.75,29286.89,24019.39,0.0,0.0
2006,"01-03-2023","Corporate Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,617379.0,19261.05,3634.88,15626.16,130766.62,116845.19,0.0,0.0
2007,"01-03-2023","Credit Risk Fund","Open ended Schemes","Income/Debt Oriented Schemes",15.0,246438.0,1022.25,865.37,156.88,24776.35,24364.04,3.0,0.0
2008,"01-03-2023","Banking and PSU Fund","Open ended Schemes","Income/Debt Oriented Schemes",23.0,297318.0,9253.45,2757.2,6496.25,80517.19,73613.89,0.0,0.0
2009,"01-03-2023","Gilt Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,176253.0,4837.26,406.69,4430.57,21458.1,17472.81,0.0,0.0
2010,"01-03-2023","Gilt Fund with 10 year constant duration","Open ended Schemes","Income/Debt Oriented Schemes",5.0,42565.0,1996.25,60.53,1935.72,3759.84,2034.2,0.0,0.0
2011,"01-03-2023","Floater Fund","Open ended Schemes","Income/Debt Oriented Schemes",12.0,236780.0,1993.38,5692.53,-3699.15,52988.71,55216.51,0.0,0.0
2012,"01-03-2023","Multi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",19.0,4142895.0,1726.04,1009.07,716.97,67337.88,67168.32,0.0,0.0
2013,"01-03-2023","Large Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",31.0,12973512.0,3684.09,2772.8,911.29,235760.1,234482.18,0.0,0.0
2014,"01-03-2023","Large & Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",26.0,7809179.0,3211.62,1592.76,1618.86,127841.82,126809.63,0.0,0.0
2015,"01-03-2023","Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",29.0,10612983.0,3942.92,1813.99,2128.93,183255.54,183088.76,0.0,0.0
2016,"01-03-2023","Small Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",24.0,10899311.0,3747.11,1317.07,2430.04,133383.69,132944.5,0.0,0.0
2017,"01-03-2023","Dividend Yield Fund","Open ended Schemes","Growth/Equity Oriented Schemes",9.0,721832.0,3837.7,121.95,3715.75,13994.08,12320.89,0.0,0.0
2018,"01-03-2023","Value Fund/Contra Fund","Open ended Schemes","Growth/Equity Oriented Schemes",22.0,4666901.0,1790.94,746.96,1043.98,90583.6,89947.66,0.0,0.0
2019,"01-03-2023","Focused Fund","Open ended Schemes","Growth/Equity Oriented Schemes",26.0,5315932.0,1762.95,1515.7,247.25,98672.57,98654.8,0.0,0.0
2020,"01-03-2023","Sectoral/Thematic Funds","Open ended Schemes","Growth/Equity Oriented Schemes",126.0,13175494.0,6667.19,2738.22,3928.97,172819.48,170195.33,0.0,0.0
2021,"01-03-2023","ELSS","Open ended Schemes","Growth/Equity Oriented Schemes",43.0,15272141.0,4208.01,1522.43,2685.58,151751.21,149876.91,0.0,0.0
2022,"01-03-2023","Flexi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",35.0,12701619.0,4062.26,2955.66,1106.6,241682.54,240773.82,0.0,0.0
2023,"01-03-2023","Conservative Hybrid Fund","Open ended Schemes","Hybrid Schemes",20.0,519049.0,802.48,519.62,282.86,23170.18,22786.74,1.0,0.0
2024,"01-03-2023","Balanced Hybrid Fund/Aggressive Hybrid Fund","Open ended Schemes","Hybrid Schemes",31.0,5317925.0,1909.96,1938.78,-28.81,153898.71,153839.51,2.0,9.3273
2025,"01-03-2023","Dynamic Asset Allocation/Balanced Advantage Fund","Open ended Schemes","Hybrid Schemes",28.0,4447644.0,2921.61,3365.98,-444.37,191809.76,192521.27,0.0,0.0
2026,"01-03-2023","Multi Asset Allocation Fund","Open ended Schemes","Hybrid Schemes",11.0,1053181.0,805.33,332.11,473.22,26590.89,27672.54,0.0,0.0
2027,"01-03-2023","Arbitrage Fund","Open ended Schemes","Hybrid Schemes",26.0,445949.0,5458.29,17615.85,-12157.56,67435.21,87315.98,0.0,0.0
2028,"01-03-2023","Equity Savings Fund","Open ended Schemes","Hybrid Schemes",22.0,361815.0,341.67,839.05,-497.39,16012.07,16864.4,2.0,25.8129
2029,"01-03-2023","Retirement Fund","Open ended Schemes","Solution Oriented Schemes",26.0,2759419.0,255.17,111.35,143.82,17993.42,17856.06,0.0,0.0
2030,"01-03-2023","Childrens Fund","Open ended Schemes","Solution Oriented Schemes",10.0,2927533.0,122.36,42.21,80.15,14340.11,14229.81,0.0,0.0
2031,"01-03-2023","Index Funds","Open ended Schemes","Other Schemes",177.0,3853245.0,33255.67,6027.37,27228.3,167517.17,144601.76,0.0,0.0
2032,"01-03-2023","GOLD ETF","Open ended Schemes","Other Schemes",12.0,4699537.0,373.63,640.2,-266.57,22736.99,21942.13,0.0,0.0
2033,"01-03-2023","Other ETFs","Open ended Schemes","Other Schemes",160.0,12064198.0,16145.6,16476.2,-330.6,484277.18,479155.28,0.0,0.0
2034,"01-03-2023","Fund of funds investing overseas","Open ended Schemes","Other Schemes",50.0,1302024.0,778.0,605.04,172.96,22991.15,21868.53,0.0,0.0
2035,"01-03-2023","Fixed Term Plan","Close Ended Schemes","Income/Debt Oriented Schemes",122.0,154962.0,3878.1,1466.34,2411.76,24372.45,22366.76,0.0,0.0
2036,"01-03-2023","Capital Protection Oriented Schemes","Close Ended Schemes","Income/Debt Oriented Schemes",7.0,12655.0,0.0,0.0,0.0,639.56,637.81,0.0,0.0
2037,"01-03-2023","Infrastructure Debt Fund","Close Ended Schemes","Income/Debt Oriented Schemes",7.0,52.0,0.0,0.0,0.0,1981.98,1976.66,0.0,0.0
2038,"01-03-2023","Other Debt Scheme","Close Ended Schemes","Income/Debt Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,"01-03-2023","ELSS","Close Ended Schemes","Growth/Equity Oriented Schemes",19.0,297534.0,0.0,28.3,-28.3,3395.01,3400.88,0.0,0.0
2040,"01-03-2023","Other Equity Schemes","Close Ended Schemes","Growth/Equity Oriented Schemes",10.0,59513.0,0.0,315.56,-315.56,2804.69,2881.58,0.0,0.0
2041,"01-03-2023","Other Schemes","Close Ended Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042,"01-03-2023","Income/Debt Oriented Schemes","Interval Schemes","Income/Debt Oriented Schemes",12.0,2846.0,469.9,108.16,361.74,999.29,907.93,0.0,0.0
2043,"01-03-2023","Growth/Equity Oriented Schemes","Interval Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
